name,check_in,check_out,adults,rooms,address,provider,reviews,rating,price,range
Hotel de Point,12/9/2017,12/10/2017,2,1,"2007 127th St, Flushing, NY 11356-2321",Booking.com,296,4,161,133-325
Howard Johnson Long Island City,12/9/2017,12/10/2017,2,1,"3861 12th St, Long Island City, NY 11101-6115",Booking.com,862,3.5,168,118-265
Hilton Garden Inn Lakewood,12/9/2017,12/10/2017,2,1,"1885 Highway 70, Lakewood, NJ 08701-7394",GardenInn.com,793,4.5,199,130-263
Best Western Premier NYC Gateway Hotel,12/9/2017,12/10/2017,2,1,"2650 Paterson Plank Road, North Bergen, NJ 7047",Expedia.com,120,4.5,175,148-296
Motel 6 Long Island City - Queens,12/9/2017,12/10/2017,2,1,"2632 Skillman Ave, Long Island City, NY 11101-4433",Booking.com,25,4,150,108-196
The Condor Hotel,12/9/2017,12/10/2017,2,1,"56 Franklin Ave, Brooklyn, NY 11205-1504",Booking.com,"1,022",4.5,213,154-356
Holiday Inn L.I. City - Manhattan View,12/9/2017,12/10/2017,2,1,"3905 29th St, Long Island City, NY 11101-3707",HolidayInn.com,886,4,251,122-287
Red Lion Inn and Suites Brooklyn,12/9/2017,12/10/2017,2,1,"279 Butler Street, Brooklyn, NY 11217",TripAdvisor,175,3.5,174,145-303
Holiday Inn LaGuardia Airport,12/9/2017,12/10/2017,2,1,"3710 114th St, Corona, NY 11368-1443",HolidayInn.com,371,3.5,144,167-296
New York Marriott at the Brooklyn Bridge,12/9/2017,12/10/2017,2,1,"333 Adams St, Brooklyn, NY 10036-1520",Marriott Hotels,"2,067",4,332,194-579
Homewood Suites by Hilton Edgewater - NYC Area,12/9/2017,12/10/2017,2,1,"10 The Promenade, Edgewater, NJ 07020-2128",Homewood,872,4.5,178,173-273
Sonesta ES Suites Princeton,12/9/2017,12/10/2017,2,1,"4375 US Route 1 South, Princeton, NJ 08540",Hotwire.com,683,4.5,129,136-216
New York LaGuardia Airport Marriott,12/9/2017,12/10/2017,2,1,"10205 Ditmars Blvd, East Elmhurst, NY 11369-1327",Marriott Hotels,537,3.5,175,196-333
Howard Johnson Brooklyn,12/9/2017,12/10/2017,2,1,"524 Rockaway Ave, Brooklyn, NY 11212-5636",Hotels.com,35,2,687,461-873
Howard Johnson Jamaica NY Near Airtrain JFK,12/9/2017,12/10/2017,2,1,"13909 Archer Ave, Jamaica, NY 11435-4304",TripAdvisor,439,3.5,300,129-574
Comfort Inn & Suites Ozone Park,12/9/2017,12/10/2017,2,1,"13730 Redding St, Ozone Park, NY 11417-2806",,161,3,211,160-263
Boro Hotel,12/9/2017,12/10/2017,2,1,"3828 27th St, 39th Avenue & 38th Avenue, Long Island City, NY 11101-2702",Booking.com,610,4.5,314,136-337
Hampton Inn & Suites Robbinsville,12/9/2017,12/10/2017,2,1,"153 W Manor Way, Robbinsville, NJ 08691-2312",Booking.com,464,4.5,93,105-181
Hotel Lynx,12/9/2017,12/10/2017,2,1,"1420 Atlantic Ave, Brooklyn, NY 11216-2812",,122,3.5,178,109-269
Hampton Inn & Suites Yonkers,12/9/2017,12/10/2017,2,1,"160 Corporate Dr, Yonkers, NY 10701-6813",Hampton.com,991,4.5,118,129-225
Residence Inn By Marriott New York The Bronx at Metro Center Atrium,12/9/2017,12/10/2017,2,1,"1776 Eastchester Road, Bronx, NY 10461",Residence Inn,353,5,219,215-360
Holiday Inn New York JFK Airport Area,12/9/2017,12/10/2017,2,1,"154-71 Brookville Boulevard Rosedale, Jamaica, NY 11422",Booking.com,358,3.5,171,149-258
Americas Best Value Inn Brooklyn,12/9/2017,12/10/2017,2,1,"1705 Linden Blvd, Brooklyn, NY 11212-6907",Hotels.com,11,2.5,134,93-199
"Langham Place, Fifth Avenue",12/9/2017,12/10/2017,2,1,"400 Fifth Avenue, New York City, NY 10018-2753",Booking.com,"2,277",4.5,829,400-1197
The Paper Factory Hotel,12/9/2017,12/10/2017,2,1,"3706 36th St, Long Island City, NY 11101-1604",Official Hotel,717,4,246,122-432
BKLYN House,12/9/2017,12/10/2017,2,1,"9 Beaver St, Brooklyn, NY 11206-4538",Booking.com,380,4,212,120-299
Comfort Inn Brooklyn City Center,12/9/2017,12/10/2017,2,1,"599 Utica Ave, Brooklyn, NY 11203-1916",Hotels.com,74,3,171,141-286
Hampton Inn & Suites Fairfield,12/9/2017,12/10/2017,2,1,"118 US Highway 46, Fairfield, NJ 07004-3217",Booking.com,540,4.5,219,191-300
Imperial Hotel,12/9/2017,12/10/2017,2,1,"2550 E New York Ave, Brooklyn, NY 11207-2323",,11,2,222,190-450
Hyatt Place Flushing/LaGuardia Airport,12/9/2017,12/10/2017,2,1,"13342 39th Ave, Flushing, NY 11354-4515",AMOMA,634,4.5,247,206-492
Homewood Suites Dover-Rockaway,12/9/2017,12/10/2017,2,1,"2 Commerce Center Dr, Dover, NJ 07801-5779",Homewood,506,4.5,103,115-247
Comfort Inn & Suites Airport,12/9/2017,12/10/2017,2,1,"6030 Maurice Ave, Maspeth, NY 11378-1226",ComfortInn,162,3.5,165,127-239
Hampton Inn & Suites Staten Island,12/9/2017,12/10/2017,2,1,"1120 South Ave, Staten Island, NY 10314-3410",Hampton.com,756,4,169,132-207
"Viana Hotel & Spa, BW Premier Collection",12/9/2017,12/10/2017,2,1,"3998 Brush Hollow Road, Westbury, NY 11590",Booking.com,731,4.5,189,130-265
Hyatt Regency Jersey City,12/9/2017,12/10/2017,2,1,"2 Exchange Pl, Jersey City, NJ 07302-3901",Hyatt.com,"2,868",4.5,254,199-480
Holiday Inn Express Queens - Maspeth,12/9/2017,12/10/2017,2,1,"5940 55th Rd, Maspeth, NY 11378",HIExpress.com,225,3.5,183,185-250
Best Western Long Island City,12/9/2017,12/10/2017,2,1,"3805 Hunters Point Ave, Long Island City, NY 11101-1915",,600,3.5,178,150-300
Best Western Plus La Guardia Airport Hotel Queens,12/9/2017,12/10/2017,2,1,"112-26 Roosevelt Avenue, Corona, NY 11368-2624",BestWestern.com,347,4,148,139-234
Super Lake Hotel,12/9/2017,12/10/2017,2,1,"36-31 Prince St, Flushing, NY 11354-4008",Priceline,66,3,491,130-856
Galaxy Motel,12/9/2017,12/10/2017,2,1,"860 Pennsylvania Ave, Brooklyn, NY 11207-8422",Travelocity,26,2.5,157,146-176
EVEN Hotel Brooklyn,12/9/2017,12/10/2017,2,1,"46 Nevins St, Brooklyn, NY 11217-1020",Even Hotels,328,4.5,243,150-363
Holiday Inn Express Staten Island West,12/9/2017,12/10/2017,2,1,"300 Wild Ave, Staten Island, NY 10314-4710",Booking.com,373,4,153,129-237
Nesva Hotel,12/9/2017,12/10/2017,2,1,"3912 29th St, Long Island City, NY 11101-3708",Booking.com,507,4,169,114-247
Motel 6 Long Island City NY,12/9/2017,12/10/2017,2,1,"2632 Skillman Ave, Long Island City, NY 11101-4433",,8,4,136,125-153
Sleep Inn Coney Island,12/9/2017,12/10/2017,2,1,"2586 Stillwell Ave, Brooklyn, NY 11223-5806",Expedia.com,23,3.5,167,128-342
"Brooklyn Way Hotel, BW Premier Collection",12/9/2017,12/10/2017,2,1,"764 4th Avenue, Brooklyn, NY 11232-1413",Hotwire.com,"1,263",4,150,133-261
Fairfield Inn & Suites New York Brooklyn,12/9/2017,12/10/2017,2,1,"181 3rd Ave, Brooklyn, NY 11217-3003",Fairfield Inn,654,4,251,154-369
"The Vue, an Ascend Hotel Collection Member",12/9/2017,12/10/2017,2,1,"2201 41st Ave, Long Island City, NY 11101-4803",Booking.com,18,4,219,132-319
Sleep Inn JFK Airport Rockaway Blvd,12/9/2017,12/10/2017,2,1,"15375 Rockaway Blvd, Jamaica, NY 11434-3635",Expedia.com,284,3.5,169,151-258
Hampton Inn South Plainfield-Piscataway,12/9/2017,12/10/2017,2,1,"205 New World Way, South Plainfield, NJ 07080-1141",Hampton.com,586,4.5,89,102-204
HYATT house Bridgewater,12/9/2017,12/10/2017,2,1,"530 US Highway 22, Bridgewater, NJ 08807-2405",Hyatt.com,546,4.5,143,158-302
Midwood Suites,12/9/2017,12/10/2017,2,1,"1078 E 15th St, Brooklyn, NY 11230-4402",Expedia.com,79,3,159,102-184
Extended Stay America - New York City - Laguardia Airport,12/9/2017,12/10/2017,2,1,"1830 Whitestone Expy, Whitestone, NY 11357-3061",ExtendedStay,164,4,130,140-210
Surfside 3 Motel,12/9/2017,12/10/2017,2,1,"16433 Crossbay Blvd, Howard Beach, NY 11414-3743",Travelocity,81,3.5,142,138-150
Fairfield Inn New York JFK Airport,12/9/2017,12/10/2017,2,1,"15608 Rockaway Blvd, Jamaica, NY 11434-4844",Fairfield Inn,819,4,159,163-253
Four Points by Sheraton Long Island City Queensboro Bridge,12/9/2017,12/10/2017,2,1,"2705 39th Ave, Long Island City, NY 11101-2703",Expedia.com,523,4,209,137-279
Hutchinson Whitestone Motel,12/9/2017,12/10/2017,2,1,"2815 Westchester Ave, Bronx, NY 10461-4511",,0,-1,215,100-300
"Country Inn & Suites By Carlson, New York City in Queens",12/9/2017,12/10/2017,2,1,"4034 Crescent St, Long Island City, NY 11101-3804",Agoda.com,"1,858",3.5,150,102-224
Comfort Inn Brooklyn,12/9/2017,12/10/2017,2,1,"3218 Emmons Ave, Brooklyn, NY 11235-1115",Travelocity,64,3.5,275,187-288
Harbor Motor Inn,12/9/2017,12/10/2017,2,1,"1730 Shore Pkwy, Brooklyn, NY 11214-6547",,4,3,112,92-109
Days Inn Bronx Near Stadium,12/9/2017,12/10/2017,2,1,"997 Brook Ave, Bronx, NY 10451-4212",HotelQuickly,301,3.5,177,153-202
Holiday Inn Brooklyn Downtown,12/9/2017,12/10/2017,2,1,"300 Schermerhorn St, Brooklyn, NY 11217-1005",Booking.com,296,4,261,143-356
Howard Johnson Express Inn Bronx,12/9/2017,12/10/2017,2,1,"1922 Boston Rd, I-95 Exit 4B, Bronx, NY 10460-4423",Orbitz.com,366,3,153,133-217
Ibis Styles New York Laguardia Airport,12/9/2017,12/10/2017,2,1,"100-33 Ditmars Boulevard, East Elmhurst, NY 11369",ibis Styles,30,3.5,183,131-200
NU Hotel,12/9/2017,12/10/2017,2,1,"85 Smith St, Brooklyn, NY 11201-5907",Booking.com,934,4.5,314,166-436
LaGuardia Airport Hotel,12/9/2017,12/10/2017,2,1,"10015 Ditmars Blvd, East Elmhurst, NY 11369-1325",Hotwire.com,275,3,211,145-241
The Parc Hotel,12/9/2017,12/10/2017,2,1,"3916 College Point Blvd, Flushing, NY 11354-5138",Travelocity,208,4,197,139-359
Ravel Hotel,12/9/2017,12/10/2017,2,1,"808 Queens Plz S, Long Island City, NY 11101-4915",Expedia.com,743,3.5,309,141-469
Hyatt Place Long Island City / New York City,12/9/2017,12/10/2017,2,1,"2707 43rd Ave, Long Island City, NY 11101",Hyatt.com,2,5,211,159-287
Cambria hotel & suites White Plains - Downtown,12/9/2017,12/10/2017,2,1,"250 Main St, White Plains, NY 10601-2445",CambriaHotels,307,4.5,152,161-244
Courtyard Long Island City/New York Manhattan View,12/9/2017,12/10/2017,2,1,"2915 Queens Plz N, Long Island City, NY 11101-4009",Courtyard,121,4,271,155-348
The One Boutique Hotel,12/9/2017,12/10/2017,2,1,"137-72 Northern Blvd, Flushing, NY 11354-4122",Booking.com,79,3.5,139,126-275
Hotel RL by Red Lion Brooklyn,12/9/2017,12/10/2017,2,1,"1080 Broadway, Brooklyn, NY 11221-3014",Booking.com,24,3,224,133-300
Homewood Suites by Hilton Carle Place - Garden City,12/9/2017,12/10/2017,2,1,"40 Westbury Ave, Carle Place, NY 11514-1521",Expedia.com,649,4.5,188,159-279
Hampton Inn & Suites Bridgewater,12/9/2017,12/10/2017,2,1,"1277 Route 22 West, Bridgewater, NJ 08807",Hampton.com,107,5,101,116-237
Park House Hotel,12/9/2017,12/10/2017,2,1,"1206 48th St, Brooklyn, NY 11219-3009",,161,4,176,139-210
Hampton Inn NY - JFK,12/9/2017,12/10/2017,2,1,"144-10 135th Ave, Jamaica, NY 11436-2200",Expedia.com,"1,771",4,175,175-296
Best Western Plus Arena Hotel,12/9/2017,12/10/2017,2,1,"1324 Atlantic Avenue, Brooklyn, NY 11216-2811",Orbitz.com,590,4,178,155-307
Hotel Le Jolie,12/9/2017,12/10/2017,2,1,"235 Meeker Ave, Brooklyn, NY 11211-1244",Travelocity,"1,465",4.5,229,169-339
Hotel Indigo,12/9/2017,12/10/2017,2,1,"229 Duffield St, Brooklyn, NY 11201-5302",Booking.com,610,4,252,136-354
Quality Inn Long Island City,12/9/2017,12/10/2017,2,1,"3003 40th Ave, Long Island City, NY 11101-2811",QualityInn,442,4,149,108-223
Hampton Inn Garden City,12/9/2017,12/10/2017,2,1,"1 North Ave, Garden City, NY 11530-2125",Hotels.com,663,4,191,141-286
Atlantic Motor Inn,12/9/2017,12/10/2017,2,1,"1768 Atlantic Ave, Brooklyn, NY 11213-1208",TripAdvisor,13,2,156,149-200
The Box House Hotel,12/9/2017,12/10/2017,2,1,"77 Box Street, Brooklyn, NY 11222-1151",Booking.com,"1,046",4.5,319,156-448
JFK Airport,12/9/2017,12/10/2017,2,1,"11126 Van Wyck Expy, Ozone Park, NY 11420-1815",Hotels.com,372,3,143,120-400
Gowanus Inn and Yard,12/9/2017,12/10/2017,2,1,"645-651 Union St., Brooklyn, NY 11217",Expedia.com,1,1,197,113-304
Homewood Suites by Hilton Bridgewater / Branchburg,12/9/2017,12/10/2017,2,1,"968 US Highway 202 S, Branchburg, NJ 08876-3732",Homewood,237,4.5,110,115-284
Ramada Long Island City,12/9/2017,12/10/2017,2,1,"3830 Crescent St, Long Island City, NY 11101-3602",Booking.com,"1,028",3.5,140,109-207
Fairfield Inn & Suites New York Queens/Queensboro Bridge,12/9/2017,12/10/2017,2,1,"2927 40th Rd, Long Island City, NY 11101-2801",Fairfield Inn,630,4,220,123-289
Wyndham Garden Long Island City Manhattan View,12/9/2017,12/10/2017,2,1,"4429 9th St, Long Island City, NY 11101-7002",,"1,151",4,201,108-288
Fairfield Inn New York Long Island City / Manhattan View,12/9/2017,12/10/2017,2,1,"52-34 Van Dam Street, Long Island City, NY 11101",Booking.com,543,4,178,118-250
The Tillary Hotel,12/9/2017,12/10/2017,2,1,"85 Flatbush Avenue Ext, Brooklyn, NY 11201-2905",AMOMA,466,4,270,150-385
Hampton Inn Princeton,12/9/2017,12/10/2017,2,1,"4385 US Highway 1, 4385 Brunswick Pike, Princeton, NJ 08540-5705",Expedia.com,858,4.5,101,115-181
Ramada Staten Island,12/9/2017,12/10/2017,2,1,"535 N Gannon Ave, Staten Island, NY 10314-4317",Booking.com,368,3.5,135,108-198
City View Inn,12/9/2017,12/10/2017,2,1,"3317 Greenpoint Ave, Long Island City, NY 11101-2011",Expedia.com,342,3,251,145-293
Princess Lefferts Hotel,12/9/2017,12/10/2017,2,1,"127 Lefferts Pl, Brooklyn, NY 11238-2881",,0,-1,190,134-400
Franklin Guesthouse,12/9/2017,12/10/2017,2,1,"214 Franklin St, Brooklyn, NY 11222-6538",Travelocity,340,5,429,194-514
Sleep Inn Brooklyn,12/9/2017,12/10/2017,2,1,"247 49th St, Brooklyn, NY 11220-1708",,188,3.5,112,90-200
Lexington Inn,12/9/2017,12/10/2017,2,1,"2473 Atlantic Ave, Brooklyn, NY 11207-2305",Hotels.com,91,2,114,102-128
Pointe Plaza Hotel,12/9/2017,12/10/2017,2,1,"2 Franklin Ave, Brooklyn, NY 11249-7802",,779,4,134,125-264
Hilton New York JFK,12/9/2017,12/10/2017,2,1,"14402 135th Ave, Jamaica, NY 11436-2200",Hotels.com,"1,801",4,195,182-348
Best Western Jamaica Inn,12/9/2017,12/10/2017,2,1,"8707 Van Wyck Expy, Jamaica, NY 11435",BestWestern.com,468,4,128,115-228
Bogart Hotel,12/9/2017,12/10/2017,2,1,"19 Bogart St, Brooklyn, NY 11206-3805",Expedia.com,36,3.5,199,137-325
Hilton Garden Inn New York/Staten Island,12/9/2017,12/10/2017,2,1,"1100 South Ave, Staten Island, NY 10314-3410",GardenInn.com,"1,167",4,188,131-244
Hilton Garden Inn Melville,12/9/2017,12/10/2017,2,1,"1575 Round Swamp Rd, Plainview, NY 11803-5011",GardenInn.com,708,4.5,152,144-332
Hampton Inn New York - LaGuardia Airport,12/9/2017,12/10/2017,2,1,"102-40 Ditmars Blvd, East Elmhurst, NY 11369-1328",Hampton.com,"1,147",4,164,186-299
Sheraton Stamford Hotel,12/9/2017,12/10/2017,2,1,"700 Main St, Stamford, CT 06901-2111",Sheraton.com,540,4.5,129,142-295
Sheraton JFK Airport Hotel,12/9/2017,12/10/2017,2,1,"13226 S Conduit Ave, Jamaica, NY 11430-1505",Expedia.com,682,4,209,160-296
Hilton Garden Inn Wayne,12/9/2017,12/10/2017,2,1,"15 Nevins Rd, Wayne, NJ 07470-2050",GardenInn.com,308,4.5,118,133-250
Aloft New York Brooklyn,12/9/2017,12/10/2017,2,1,"216 Duffield Street, Brooklyn, NY 11201-5303",Booking.com,"1,049",4,279,136-453
McCarren Hotel & Pool,12/9/2017,12/10/2017,2,1,"160 N 12th St, Brooklyn, NY 11249-1127",Hotwire.com,"1,147",4,385,203-477
LIC Hotel,12/9/2017,12/10/2017,2,1,"4404 21st St, Long Island City, NY 11101-5006",,309,4.5,177,102-248
Hillside Hotel,12/9/2017,12/10/2017,2,1,"140-17 Queens Boulevard, Jamaica, NY 11435-3219",Booking.com,5,3,212,112-286
Rodeway Inn Bronx Zoo,12/9/2017,12/10/2017,2,1,"3070 Webster Ave # 72, Bronx, NY 10467-4918",Booking.com,67,4,184,142-265
DoubleTree by Hilton Hotel & Suites Jersey City,12/9/2017,12/10/2017,2,1,"455 Washington Blvd, Jersey City, NJ 07310-1972",Doubletree.com,"1,428",4,269,172-443
Comfort Inn & Suites near Stadium,12/9/2017,12/10/2017,2,1,"2477 Third Avenue, Bronx, NY 10451",Travelocity,20,4,199,139-272
Ramada Bronx,12/9/2017,12/10/2017,2,1,"1000 Baychester Ave, Bronx, NY 10475-4567",Booking.com,403,4,234,159-247
Fairfield Inn New York LaGuardia Airport/Flushing,12/9/2017,12/10/2017,2,1,"28-66 College Point Boulevard, Flushing, NY 11354",Travelocity,513,4,139,148-241
Umbrella Hotel,12/9/2017,12/10/2017,2,1,"681 Elton Ave, Bronx, NY 10455-1226",Booking.com,17,3.5,199,173-296
Quality Inn,12/9/2017,12/10/2017,2,1,"95 Chester Street, Brooklyn, NY 11212-5642",Expedia.com,31,2.5,177,151-223
Homewood Suites by Hilton Mahwah,12/9/2017,12/10/2017,2,1,"375 Corporate Dr, Mahwah, NJ 07430-2012",Homewood,542,4.5,121,132-214
"The LOOK hotel, Red Hook, an Ascend Hotel Collection Member",12/9/2017,12/10/2017,2,1,"17 Seabring Street, Brooklyn, NY 11231-1820",AscendHotels,11,3,169,162-258
SpringHill Suites by Marriott New York LaGuardia Airport,12/9/2017,12/10/2017,2,1,"112-15 Northern Boulevard, Corona, NY 11368",Booking.com,395,4.5,219,205-335
Grandview Hotel New York,12/9/2017,12/10/2017,2,1,"3106 Linden Pl, Flushing, NY 11354-1917",Booking.com,10,3.5,132,137-169
Opera House Hotel,12/9/2017,12/10/2017,2,1,"436 E 149th St, Bronx, NY 10455-1304",Booking.com,638,4.5,209,112-260
Hilton Garden Inn Springfield,12/9/2017,12/10/2017,2,1,"304 US Highway 22, Springfield, NJ 07081-3510",GardenInn.com,105,4.5,118,143-253
Sheridan Hotel,12/9/2017,12/10/2017,2,1,"1440 Sheridan Expy, Bronx, NY 10459-2106",Booking.com,140,2.5,171,148-263
La Quinta Inn & Suites Brooklyn Downtown,12/9/2017,12/10/2017,2,1,"533 3rd Ave, Brooklyn, NY 11215-4623",,413,3.5,193,119-266
Super 8 Long Island City LGA Hotel,12/9/2017,12/10/2017,2,1,"31-62 14th St, Long Island City, NY 11106-4810",Booking.com,186,3.5,136,110-281
Sleep Inn - Long Island City,12/9/2017,12/10/2017,2,1,"3871 13th St, Long Island City, NY 11101-6119",SleepInn,933,4,161,118-224
Days Inn Brooklyn,12/9/2017,12/10/2017,2,1,"437 39th St, Brooklyn, NY 11232-2909",Booking.com,339,2.5,127,131-248
The Inn At Fox Hollow Hotel,12/9/2017,12/10/2017,2,1,"7755 Jericho Tpke, Woodbury, NY 11797-1710",TripAdvisor,"2,193",4.5,271,207-343
Hampton Inn & Suites Parsippany/North,12/9/2017,12/10/2017,2,1,"3737 US Highway 46, Parsippany, NJ 07054-1018",Hampton.com,570,4.5,101,95-215
Asiatic Hotel - Flushing,12/9/2017,12/10/2017,2,1,"13521 37th Ave, Flushing, NY 11354-4119",Booking.com,216,4,155,105-192
Wythe Hotel,12/9/2017,12/10/2017,2,1,"80 Wythe Ave, Brooklyn, NY 11249-1026",TripAdvisor,532,4.5,365,273-440
Best Western Queens Gold Coast,12/9/2017,12/10/2017,2,1,"22033 Northern Blvd, Bayside, NY 11361-3642",,244,4,171,118-214
West Shore Motel Lodge,12/9/2017,12/10/2017,2,1,"2600 Veterans Rd W, Staten Island, NY 10309-2509",,5,1.5,112,101-157
Hotel Vetiver,12/9/2017,12/10/2017,2,1,"29-11 39th Ave, Long Island City, NY 11101-2712",TripAdvisor,"1,146",4,166,94-259
Comfort Inn LaGuardia Airport - 83rd St,12/9/2017,12/10/2017,2,1,"2345 83rd St, East Elmhurst, NY 11370",ComfortInn,171,3.5,119,128-216
Prince Flushing Hotel,12/9/2017,12/10/2017,2,1,"13343 37th Ave, Flushing, NY 11354-4418",Booking.com,84,3.5,139,147-204
The Metropolitan,12/9/2017,12/10/2017,2,1,"437 Union Ave, Brooklyn, NY 11211-3424",Expedia.com,5,2.5,235,233-254
Best Western Plus Brooklyn Bay Hotel,12/9/2017,12/10/2017,2,1,"3003 Emmons Avenue, Sheepshead Bay, Brooklyn, NY 11235",Booking.com,279,4,243,168-373
Fairfield Inn & Suites by Marriott New York Queens / Fresh Meadows,12/9/2017,12/10/2017,2,1,"183-31 Horace Harding Expressway, Fresh Meadows, NY 11365",Hotels.com,4,4,231,218-247
The Westin Jersey City Newport,12/9/2017,12/10/2017,2,1,"479 Washington Boulevard, Jersey City, NJ 07310-1972",Expedia.com,"1,477",4.5,208,176-462
La Guardia Inn,12/9/2017,12/10/2017,2,1,"10015 Ditmars Blvd, East Elmhurst, NY 11369-1325",,24,3.5,112,99-140
Courtyard by Marriott New York JFK Airport,12/9/2017,12/10/2017,2,1,"14511 N Conduit Ave, Jamaica, NY 11436-2236",Travelocity,811,4,228,173-277
Delamar Greenwich Harbor Hotel,12/9/2017,12/10/2017,2,1,"500 Steamboat Rd, Greenwich, CT 06830-7120",Booking.com,655,4.5,233,258-456
Sleep Inn,12/9/2017,12/10/2017,2,1,"73 Mother Gaston Blvd, Brooklyn, NY 11233-2810",Orbitz.com,3,2.5,177,146-224
Holiday Inn Express - Bronx NYC - Stadium Area,12/9/2017,12/10/2017,2,1,"500 Exterior Street, Bronx, NY 10451",Expedia.com,6,1.5,170,168-250
Red Carpet Inn,12/9/2017,12/10/2017,2,1,"980 Wyckoff Ave, Brooklyn, NY 11237-6124",Booking.com,199,2.5,371,201-525
Hyatt Place New York/Yonkers,12/9/2017,12/10/2017,2,1,"7000 Mall Walk, Yonkers, NY 10704-1221",Booking.com,584,4.5,189,157-273
Brooklyn Motor Inn,12/9/2017,12/10/2017,2,1,"140 Hamilton Ave, Brooklyn, NY 11231-1314",Booking.com,84,2.5,140,142-223
Comfort Inn Brooklyn,12/9/2017,12/10/2017,2,1,"353 38th St, Brooklyn, NY 11232-2511",,146,3.5,845,836-875
Days Inn Jamaica - Jfk Airport,12/9/2017,12/10/2017,2,1,"14426 153rd Ct, Jamaica, NY 11434-4202",Booking.com,"1,073",3.5,161,133-232
The Madison Hotel,12/9/2017,12/10/2017,2,1,"1 Convent Rd, Morristown, NJ 07960-6922",Expedia.com,830,4.5,131,141-340
Flushing Central Hotel,12/9/2017,12/10/2017,2,1,"135-33 38th Ave, Flushing, NY 11354-4416",Booking.com,163,3.5,143,118-193
Radisson Hotel JFK Airport,12/9/2017,12/10/2017,2,1,"13530 140th St, Jamaica, NY 11436-2137",Radisson.com,"1,195",3.5,161,150-230
Ramada Flushing Queens,12/9/2017,12/10/2017,2,1,"3627 Prince St, Flushing, NY 11354-4008",Booking.com,198,3.5,171,150-1033
Hampton Inn Brooklyn/Downtown,12/9/2017,12/10/2017,2,1,"125 Flatbush Avenue Ext, Brooklyn, NY 11201-2901",Hampton.com,899,4.5,279,145-827
Hotel Le Bleu,12/9/2017,12/10/2017,2,1,"370 4th Avenue, Brooklyn, NY 11215-2718",Hotel Le Bleu,"1,070",4,202,168-355
Pelham Garden Motel,12/9/2017,12/10/2017,2,1,"1990 E Gun Hill Rd, Bronx, NY 10469-6014",,6,4.5,134,116-225
Z NYC Hotel,12/9/2017,12/10/2017,2,1,"1101 43rd Ave, Long Island City, NY 11101-6814",AMOMA,"1,383",4,235,131-342
The Brooklyn,12/9/2017,12/10/2017,2,1,"1199 Atlantic Ave, Brooklyn, NY 11216-2709",Travelocity,255,4.5,254,166-413
BEST WESTERN Gregory Hotel,12/9/2017,12/10/2017,2,1,"8315 4th Ave, Brooklyn, NY 11209",Booking.com,392,3.5,149,150-263
Best Western Plaza Hotel,12/9/2017,12/10/2017,2,1,"3934 21st Street, Long Island City, NY 11101",Booking.com,"1,771",4,187,94-262
The Williamsburg Hotel,12/9/2017,12/10/2017,2,1,"96 Wythe Ave, Brooklyn, NY 11249-1923",Booking.com,132,4.5,536,225-532
Hilton Garden Inn Queens / JFK Airport,12/9/2017,12/10/2017,2,1,"14818 134th St, Jamaica, NY 11430-1507",GardenInn.com,"1,178",4,249,171-287
Super 8 Brooklyn / Park Slope Hotel,12/9/2017,12/10/2017,2,1,"267 3rd Ave, Brooklyn, NY 11215-1001",AMOMA,588,4,183,179-855
Wyndham Garden Fresh Meadows Flushing,12/9/2017,12/10/2017,2,1,"6127 186th Street, NY 11365",TripAdvisor,41,3,126,111-229
Homewood Suites by Hilton East Rutherford-Meadowlands,12/9/2017,12/10/2017,2,1,"125 Route 17 South, East Rutherford, NJ 07073",Homewood,613,4.5,209,168-257
Seaside Best Rentals,12/9/2017,12/10/2017,2,1,"1709 N Ocean Ave, Seaside Park, NJ 08752-1232",Travelocity,214,5,192,172-247
Aloft New York LaGuardia Airport,12/9/2017,12/10/2017,2,1,"100-15 Ditmars Boulevard, East Elmhurst, NY 11369",Booking.com,14,4,171,146-241
Crowne Plaza White Plains Downtown,12/9/2017,12/10/2017,2,1,"66 Hale Ave, White Plains, NY 10601-4504",CrownePlaza.com,817,4.5,119,138-228
The Anchor Inn,12/9/2017,12/10/2017,2,1,"21534 Northern Blvd, On the Corner of 215 Place and Northern Blvd, Bayside, NY 11361-3465",Expedia.com,21,3.5,122,143-207
Wyndham Garden Laguardia South,12/9/2017,12/10/2017,2,1,"61-18 93rd Street, Rego Park, NY 11374",Travelocity,95,4,209,149-287
Holiday Inn Express Brooklyn,12/9/2017,12/10/2017,2,1,"625 Union St, Brooklyn, NY 11215-1033",HIExpress.com,344,3.5,275,147-336
Teaneck Marriott at Glenpointe,12/9/2017,12/10/2017,2,1,"100 Frank W Burr Blvd, Teaneck, NJ 07666-6702",Marriott Hotels,652,4.5,178,150-331
Sheraton LaGuardia East Hotel,12/9/2017,12/10/2017,2,1,"13520 39th Ave, Flushing, NY 11354-4450",Booking.com,315,4,332,261-383
